index,id,dateAdded,dateUpdated,address,categories,city,country,keys,latitude,longitude,name,postalCode,province
0,AVwcmSyZIN2L1WUfmxyw,2015-10-19T23:47:58Z,2018-06-26T03:00:14Z,800 N Canal Blvd,American Restaurant and Fast Food Restaurant,Thibodaux,US,us/la/thibodaux/800ncanalblvd/1780593795,29.814697,-90.814742,7-Eleven,70301,LA
1,AVwcmSyZIN2L1WUfmxyw,2015-10-19T23:47:58Z,2018-06-26T03:00:14Z,800 N Canal Blvd,Fast Food Restaurants,Thibodaux,US,us/la/thibodaux/800ncanalblvd/1780593795,29.814697,-90.814742,7-Eleven,70301,LA
2,AVwcopQoByjofQCxgfVa,2016-03-29T05:06:36Z,2018-06-26T02:59:52Z,206 Wears Valley Rd,Fast Food Restaurant,Pigeon Forge,US,us/tn/pigeonforge/206wearsvalleyrd/-864103396,35.803788,-83.580553,7-Eleven,37863,TN
3,AVweXN5RByjofQCxxilK,2017-01-03T07:46:11Z,2018-06-26T02:59:51Z,3652 Parkway,Fast Food,Pigeon Forge,US,us/tn/pigeonforge/3652parkway/93075755,35.782339,-83.551408,7-Eleven,37863,TN
4,AWQ6MUvo3-Khe5l_j3SG,2018-06-26T02:59:43Z,2018-06-26T02:59:43Z,2118 Mt Zion Parkway,Fast Food Restaurant,Morrow,US,us/ga/morrow/2118mtzionparkway/1305117222,33.562738,-84.321143,7-Eleven,30260,GA
5,AVwc57jLkufWRAb50ROs,2015-10-23T23:59:49Z,2018-06-26T02:59:43Z,9768 Grand River Ave,Fast Food Restaurant,Detroit,US,us/mi/detroit/9768grandriverave/-791445730,42.368823,-83.138251,7-Eleven,48204,MI
6,AVwc81QgkufWRAb50vnI,2015-09-21T07:47:08Z,2018-06-26T02:59:43Z,13600 W McNichols Rd,Fast Food Restaurant,Detroit,US,us/mi/detroit/13600wmcnicholsrd/-2061630068,42.416819,-83.180444,7-Eleven,48235,MI
7,AVwdVafPByjofQCxoA6y,2016-06-06T16:15:08Z,2018-06-26T02:59:41Z,4111 Oceanside Blvd,Fast Food,Oceanside,US,us/ca/oceanside/4111oceansideblvd/1143321601,33.205722,-117.288645,7-Eleven,92056,CA
8,AVwc4JQKIN2L1WUfp3hU,2016-12-13T12:34:52Z,2018-06-26T02:59:32Z,162 Old Country Rd,Fast Food Restaurants,Riverhead,US,us/ny/riverhead/162oldcountryrd/267504952,40.937359,-72.650142,7-Eleven,11901,NY
9,AVwdhkOGByjofQCxp9qV,2016-04-16T16:20:41Z,2018-06-25T12:05:40Z,1407 S Stockton Ave,Fast Food Restaurant,Monahans,US,us/tx/monahans/1407sstocktonave/-1721138121,31.580721,-102.891455,7-Eleven,79756,TX
10,AVwc2ok4IN2L1WUfpnU2,2016-04-03T01:24:16Z,2018-06-25T12:05:39Z,208 W Mason St,Fast Food Restaurant and Ice Cream Shop,Mabank,US,us/tx/mabank/208wmasonst/-1721138121,32.36602,-96.103364,7-Eleven,75147,TX
11,AVwcplHhkufWRAb5xhgN,2016-06-04T20:48:06Z,2018-06-25T12:05:39Z,5801 Highway 6,Ice Cream Shop and Fast Food Restaurant,Missouri City,US,us/tx/missouricity/5801highway6/-1721138121,29.570079,-95.568166,7-Eleven,77459,TX
12,AVwc9leAkufWRAb502-U,2015-10-22T19:27:37Z,2018-06-25T12:05:35Z,3454 Manchester Rd,Fast Food Restaurant,Akron,US,us/oh/akron/3454manchesterrd/-1065909473,41.005682,-81.555774,7-Eleven,44319,OH
13,AVwd1qaUIN2L1WUfzqmC,2016-04-02T05:03:56Z,2018-06-25T12:05:18Z,1500 E Main St,Fast Food Restaurants,Eastland,US,us/tx/eastland/1500emainst/-1797342045,32.401088,-98.790162,7-Eleven,76448,TX
14,AVwdnJWakufWRAb57mV7,2015-10-23T02:52:53Z,2018-06-25T09:32:43Z,1190 W Foothill Blvd,Fast Food Restaurant,Azusa,US,us/ca/azusa/1190wfoothillblvd/554191587,34.133291,-117.924566,7-Eleven,91702,CA
15,AVwdtkXOkufWRAb58kPz,2016-03-23T04:12:21Z,2018-06-25T09:32:32Z,601 N Main St,Fast Food Restaurants,Summerville,US,us/sc/summerville/601nmainst/1536894814,33.026572,-80.169733,7-Eleven,29483,SC
16,AV5DN3ZIRxPSIh2Rg4wP,2017-09-02T15:26:34Z,2018-06-25T09:32:30Z,1927 Woodville Road,Fast Food,Oregon,US,us/oh/oregon/1927woodvilleroad/-938337463,41.627298,-83.502436,7-Eleven,43616,OH
17,AVyoBhJfl8hL2jjQySvt,2017-06-14T19:13:09Z,2018-06-25T09:31:55Z,6316 W 89th St,Fast Food,Los Angeles,US,us/ca/losangeles/6316w89thst/110537776,33.955923,-118.396443,7-Eleven,90045,CA
18,AWEw_nira4HuVbedNUaj,2018-01-26T05:22:01Z,2018-06-25T09:30:55Z,3105 Highway 80 E,Fast Food Restaurants,Pearl,US,us/ms/pearl/3105highway80e/-938337463,32.282328,-90.11677,90 Miles Cuban Cafe,39208,MS
19,AVweYSpBByjofQCxxr1V,2015-10-23T02:59:03Z,2018-06-25T09:30:54Z,2860 E Paris Ave SE,Fast Food Restaurant,Grand Rapids,US,us/mi/grandrapids/2860eparisavese/1536894814,42.91147,-85.56812,A's Ace Burgers,49512,MI
20,AVweGMHhIN2L1WUf184o,2015-10-23T01:26:56Z,2018-06-25T09:30:52Z,2424 E State Road 44,Fast Food Restaurant,Shelbyville,US,us/in/shelbyville/2424estateroad44/-938337463,39.523704,-85.743659,A&W/Long John Silvers,46176,IN
21,AVwda6iJ_7pvs4fz5tYc,2015-11-23T18:40:25Z,2018-06-25T09:30:50Z,1611 Broadway,Fast Food,Brooklyn,US,us/ny/brooklyn/1611broadway/1536894814,40.685506,-73.914457,Abruzzi Pizza,11207,NY
22,AV6Ze33Wa4HuVbedFO8M,2017-09-19T09:30:06Z,2018-06-25T09:30:50Z,1720 Walton Way,Fast Food Restaurants,Augusta,US,us/ga/augusta/1720waltonway/1536894814,33.475292,-81.995946,Acropolis Gyro Palace,30904,GA
23,AWIUGMchRxPSIh2Rtd6m,2018-03-11T07:50:51Z,2018-06-25T09:30:50Z,17620 Grand River Ave,Fast Food Restaurant,Detroit,US,us/mi/detroit/17620grandriverave/1536894814,42.400037,-83.21574,Adobe Cantina Salsa,48227,MI
24,AVwcwzHrIN2L1WUfonLk,2016-05-16T23:17:04Z,2018-06-25T09:30:22Z,196 Massachusetts Ave,Fast Food Restaurants,Arlington,US,us/ma/arlington/196massachusettsave/-1976818973,42.405651,-71.14212,Ak Buffet,02474,MA
25,AVz7P6oa3D1zeR_xDIUp,2017-06-30T23:04:32Z,2018-06-25T09:29:45Z,1224 State St,Fast Food,Schenectady,US,us/ny/schenectady/1224statest/-1161002137,42.79792,-73.924364,All About Burger,12304,NY
26,AVzxltjJ3D1zeR_xCvkm,2017-06-29T02:03:33Z,2018-06-25T09:29:45Z,1232 Ulster Ave,Fast Food Restaurant,Kingston,US,us/ny/kingston/1232ulsterave/-1161002137,41.967079,-73.988583,Ameci Pizza & Pasta,12401,NY
27,AVzA1QA5-gnIPe8DScbz,2017-06-19T14:50:03Z,2018-06-25T09:29:44Z,1188 Avenue of The Americas,Fast Food Restaurant,New York,US,us/ny/newyork/1188avenueoftheamericas/-1161002137,40.757558,-73.981671,Andy's Frozen Custard,10036,NY
28,AVzA2BSFFcQ3k02bBX5D,2017-06-19T14:53:25Z,2018-06-25T09:29:43Z,114 Delancey St,Fast Food Restaurant,New York,US,us/ny/newyork/114delanceyst/-1161002137,40.718943,-73.988306,Andy's Frozen Custard,10002,NY
29,AVzA1yfgFcQ3k02bBXsM,2017-06-19T14:52:24Z,2018-06-25T09:29:41Z,1050 Front St,Fast Food Restaurants,Uniondale,US,us/ny/uniondale/1050frontst/-1161002137,40.709646,-73.591453,Andy's Frozen Custard,11553,NY
30,AVwcqXk_IN2L1WUfnfjj,2016-03-21T01:37:59Z,2018-06-25T09:29:41Z,105 Jericho Tpke,Fast Food Restaurant,Jericho,US,us/ny/jericho/105jerichotpke/-1161002137,40.780233,-73.55934,Angelina's Pizza,11753,NY
31,AVwcqXk_IN2L1WUfnfjj,2016-03-21T01:37:59Z,2018-06-25T09:29:41Z,105 Jericho Tpke,Fast Food,Jericho,US,us/ny/jericho/105jerichotpke/-1161002137,40.780233,-73.55934,Ani's Chicken,11753,NY
32,AVzA9Jdy3D1zeR_xBB6o,2017-06-19T15:24:34Z,2018-06-25T09:29:41Z,106 Wolf Rd,Fast Food Restaurants,Albany,US,us/ny/albany/106wolfrd/-1161002137,42.716812,-73.809319,Arby's,12205,NY
33,AVweGpbrByjofQCxvTXO,2014-02-03T04:12:36Z,2018-06-25T09:29:40Z,101 E 170th St,Fast Food,Bronx,US,us/ny/bronx/101e170thst/-1161002137,40.839569,-73.915927,Arby's,10452,NY
34,AVwem9aT_7pvs4fzEmAG,2016-05-05T12:44:43Z,2018-06-25T09:29:40Z,103 Brookview Dr,Fast Food,Schenectady,US,us/ny/schenectady/103brookviewdr/-1161002137,42.741061,-73.913673,Arby's,12303,NY
35,AVzA-ZBX3D1zeR_xBC5-,2017-06-19T15:29:59Z,2018-06-25T09:29:40Z,1028 Mckinley Pkwy,Fast Food Restaurants,Buffalo,US,us/ny/buffalo/1028mckinleypkwy/-1161002137,42.857899,-78.825089,Arby's,14220,NY
36,AVweJ0Ia_7pvs4fzAgfO,2016-03-31T02:46:48Z,2018-06-25T09:29:39Z,10 Main St,Fast Food Restaurants,Tonawanda,US,us/ny/tonawanda/10mainst/-1161002137,43.021019,-78.878167,Arby's,14150,NY
37,AVwces8okufWRAb5vlRx,2015-11-06T10:16:28Z,2018-06-25T09:29:38Z,300 Mishawum Rd,Fast Food,Woburn,US,us/ma/woburn/300mishawumrd/-1161002137,42.503903,-71.132748,Arby's,01801,MA
38,AVwcsXYaIN2L1WUfn2dL,2016-03-29T04:48:40Z,2018-06-25T09:29:37Z,1190 Providence Rd,Fast Food Restaurant,Whitinsville,US,us/ma/whitinsville/1190providencerd/-1161002137,42.125526,-71.645913,Arby's,01588,MA
39,AVwc3cSmkufWRAb5z2SV,2016-03-29T04:41:38Z,2018-06-25T09:29:37Z,212 Main St,Fast Food,Wilmington,US,us/ma/wilmington/212mainst/-1161002137,42.557448,-71.181499,Arby's,01887,MA
40,AVwdFWc6kufWRAb52Ii-,2015-07-19T21:00:43Z,2018-06-25T09:29:36Z,44 E Main St,Fast Food,Webster,US,us/ma/webster/44emainst/-1161002137,42.055826,-71.873999,Arby's,01570,MA
41,AVwc1B6C_7pvs4fzzZyE,2016-06-08T16:14:30Z,2018-06-25T09:29:36Z,789 Main St,Fast Food,Waltham,US,us/ma/waltham/789mainst/-1161002137,42.376247,-71.241667,Arby's,02451,MA
42,AVwdU1JdkufWRAb54uB-,2015-10-26T23:05:16Z,2018-06-25T09:29:35Z,20 Main St,Fast Food Restaurant,Townsend,US,us/ma/townsend/20mainst/-1161002137,42.650503,-71.662674,Arby's,01469,MA
43,AVwdAItCIN2L1WUfrMbM,2015-11-30T18:17:51Z,2018-06-25T09:29:35Z,595 Main St,Fast Food Restaurant,Walpole,US,us/ma/walpole/595mainst/-1161002137,42.157222,-71.243549,Arby's,02081,MA
44,AVwdc6QkkufWRAb56DlY,2016-03-28T05:34:12Z,2018-06-25T09:29:34Z,282 Winthrop St,Fast Food,Taunton,US,us/ma/taunton/282winthropst/-1161002137,41.88896,-71.120789,Arby's,02780,MA
45,AVwdsjnDByjofQCxrp_O,2015-11-05T18:48:11Z,2018-06-25T09:29:33Z,660 Liberty St,Fast Food,Springfield,US,us/ma/springfield/660libertyst/-1161002137,42.12193,-72.584242,Arby's,01104,MA
46,AVwdbqmQkufWRAb552W1,2015-11-05T18:38:03Z,2018-06-25T09:29:33Z,360 Main St,Fast Food Restaurants,Springfield,US,us/ma/springfield/360mainst/-1161002137,42.091561,-72.579647,Arby's,01105,MA
47,AV1c-wlt3-Khe5l_McNk,2017-07-19T22:32:22Z,2018-06-25T09:29:33Z,2392 Main St,Fast Food Restaurants,Springfield,US,us/ma/springfield/2392mainst/-1161002137,42.111552,-72.603359,Arby's,01107,MA
48,AVwdIRedIN2L1WUfsf_z,2015-11-30T18:25:40Z,2018-06-25T09:29:33Z,1402 Allen St,Fast Food Restaurant,Springfield,US,us/ma/springfield/1402allenst/-1161002137,42.095053,-72.512539,Arby's,01118,MA
49,AVwdjZbmByjofQCxqPGw,2016-03-30T04:26:33Z,2018-06-25T09:29:33Z,1610 Boston Rd,Fast Food Restaurants,Springfield,US,us/ma/springfield/1610bostonrd/-1161002137,42.142989,-72.48923,Arby's,01129,MA
50,AVwdDlQLIN2L1WUfrwVm,2015-12-02T19:41:17Z,2018-06-25T09:29:33Z,59 W Main St,Fast Food Restaurants,Spencer,US,us/ma/spencer/59wmainst/-1161002137,42.23341,-72.012516,Arby's,01562,MA
51,AVwdDlQLIN2L1WUfrwVm,2015-12-02T19:41:17Z,2018-06-25T09:29:33Z,59 W Main St,Fast Food,Spencer,US,us/ma/spencer/59wmainst/-1161002137,42.23341,-72.012516,Arby's,01562,MA
52,AV1TppAe3D1zeR_xEzJQ,2017-07-18T03:03:31Z,2018-06-25T09:29:22Z,1433 SW 107th Ave,Fast Food Restaurant,Miami,US,us/fl/miami/1433sw107thave/-448666054,25.754984,-80.368058,Arby's,33174,FL
53,AVwdZcGEkufWRAb55egc,2016-03-24T10:25:24Z,2018-06-25T09:28:10Z,1601 W Kirby St,Fast Food Restaurant and Mexican Restaurant,Wylie,US,us/tx/wylie/1601wkirbyst/-864103396,33.007329,-96.554127,Arby's,75098,TX
54,AVwdDkuikufWRAb5118z,2016-06-20T17:25:26Z,2018-06-25T09:28:08Z,7425 S Broadway Ave,Fast Food Restaurant,Tyler,US,us/tx/tyler/7425sbroadwayave/-864103396,32.274786,-95.306757,Arby's,75703,TX
55,AV0aJ-e7-gnIPe8DVwr6,2017-07-06T23:06:49Z,2018-06-25T09:27:52Z,100 Business Loop 70 E,Fast Food Restaurants,Columbia,US,us/mo/columbia/100businessloop70e/-2061630068,38.964944,-92.336364,Arby's,65203,MO
56,AVwd26prkufWRAb593IL,2015-11-30T18:50:23Z,2018-06-25T09:26:55Z,615 Martin Luther King Jr Blvd,Fast Food Restaurant and Burger Joint,Savannah,US,us/ga/savannah/615martinlutherkingjrblvd/-791445730,32.070343,-81.101032,Arby's,31401,GA
57,AVwdiRbzkufWRAb562YV,2016-05-15T21:09:26Z,2018-06-25T09:26:53Z,1123 Roswell Rd,Fast Food Restaurant and Burger Joint,Marietta,US,us/ga/marietta/1123roswellrd/-791445730,33.95111,-84.518962,Arby's,30062,GA
58,AVwdb1nU_7pvs4fz53qu,2016-04-30T08:27:34Z,2018-06-25T09:26:53Z,273 Keys Ferry St,Fast Food Restaurants,McDonough,US,us/ga/mcdonough/273keysferryst/-791445730,33.446887,-84.138326,Arby's,30253,GA
59,AVwcgFqqkufWRAb5v1eH,2015-10-20T00:52:56Z,2018-06-25T09:26:53Z,1117 W Spring St,Fast Food Restaurant,Monroe,US,us/ga/monroe/1117wspringst/-791445730,33.792748,-83.731443,Arby's,30655,GA
60,AVwcmhjDkufWRAb5w_z_,2015-10-23T01:54:00Z,2018-06-25T09:26:53Z,430 S Belair Rd,Fast Food Restaurants,Augusta,US,us/ga/augusta/430sbelairrd/-791445730,33.486344,-82.13351,Arby's,30907,GA
61,AVwcluhz_7pvs4fzwyJN,2016-04-05T03:02:37Z,2018-06-25T09:26:53Z,2341 N Columbia St,Fast Food Restaurant,Milledgeville,US,us/ga/milledgeville/2341ncolumbiast/-791445730,33.108582,-83.254192,Arby's,31061,GA
62,AVwcfXocIN2L1WUflhAb,2015-11-28T18:16:09Z,2018-06-25T09:26:52Z,260 Cooper Rd,Fast Food Restaurant and Burger Joint,Loganville,US,us/ga/loganville/260cooperrd/-791445730,33.880381,-83.939657,Arby's,30052,GA
63,AVwd7Gr9ByjofQCxtsh5,2016-03-21T01:38:20Z,2018-06-25T09:26:52Z,4331 Atlanta Hwy,Fast Food Restaurant,Loganville,US,us/ga/loganville/4331atlantahwy/-791445730,33.839726,-83.905798,Arby's,30052,GA
64,AVwdlv0fByjofQCxqm75,2015-11-02T15:44:53Z,2018-06-25T09:26:51Z,3015 Panola Rd,Fast Food Restaurant,Lithonia,US,us/ga/lithonia/3015panolard/-791445730,33.699522,-84.17274,Arby's,30038,GA
65,AVwdNSSPkufWRAb53cQa,2016-03-28T05:51:17Z,2018-06-25T09:01:05Z,184 Endicott St,Fast food restaurants,Danvers,US,us/ma/danvers/184endicottst/-2061630068,42.547923,-70.942014,Arby's,01923,MA
66,AVwdzorbIN2L1WUfzYva,2016-02-26T13:47:28Z,2018-06-25T09:01:04Z,1291 Boston Rd,Fast Food Restaurants,Springfield,US,us/ma/springfield/1291bostonrd/1251271227,42.140526,-72.50087,Arby's,01119,MA
67,AVzn71MY-gnIPe8DT0h0,2017-06-27T05:04:00Z,2018-06-25T09:01:01Z,6134 State Route 14,Fast Food Restaurant,Ravenna,US,us/oh/ravenna/6134stateroute14/-1161002137,41.157059,-81.219054,Arby's,44266,OH
68,AVwdzKj-kufWRAb59W3R,2016-03-03T00:21:41Z,2018-06-25T09:01:00Z,4402 Little Rd,Fast Food Restaurant,Arlington,US,us/tx/arlington/4402littlerd/-230200247,32.679467,-97.195027,Arby's,76016,TX
69,AVwchgsQkufWRAb5wGKD,2016-05-12T23:12:54Z,2018-06-25T09:00:58Z,15 Highland Ave,Fast Food Restaurants,Attleboro,US,us/ma/attleboro/15highlandave/-1265205452,41.92023235,-71.35787658,Arby's,02703,MA
70,AVwePo1-_7pvs4fzBS_K,2016-03-26T04:52:32Z,2018-06-25T09:00:55Z,2992 Jamacha Rd,Fast Food,El Cajon,US,us/ca/elcajon/2992jamachard/-2061630068,32.739923,-116.942156,Arby's,92019,CA
71,AVzX86OvLD2H7whiWxXf,2017-06-24T02:34:47Z,2018-06-25T09:00:55Z,706 Fletcher Pkwy,Fast Food Restaurants,El Cajon,US,us/ca/elcajon/706fletcherpkwy/-230200247,32.80827,-116.97137,Arby's,92020,CA
72,AVzX86OvLD2H7whiWxXf,2017-06-24T02:34:47Z,2018-06-25T09:00:55Z,706 Fletcher Pkwy,Fast Food Restaurant,El Cajon,US,us/ca/elcajon/706fletcherpkwy/-230200247,32.80827,-116.97137,Arby's,92020,CA
73,AVwdiPqNkufWRAb562Hr,2014-10-26T13:04:15Z,2018-06-25T09:00:55Z,822 N Johnson Ave,Fast food restaurants,El Cajon,US,us/ca/elcajon/822njohnsonave/-2061630068,32.805945,-116.971542,Arby's,92020,CA
74,AVwdZrvlkufWRAb55hP6,2016-03-31T02:35:38Z,2018-06-25T09:00:51Z,2819 Easton Rd,Fast Food Restaurants,Willow Grove,US,us/pa/willowgrove/2819eastonrd/4608820,40.170877,-75.127393,Arby's,19090,PA
75,AVwd643oByjofQCxtqzD,2016-03-30T04:14:50Z,2018-06-25T09:00:44Z,8924 Sierra Ave,Fast Food Restaurant,Fontana,US,us/ca/fontana/8924sierraave/554191587,34.091528,-117.43637,Arby's,92335,CA
76,AV1Tq_hwFcQ3k02bFdid,2017-07-18T03:09:25Z,2018-06-25T09:00:41Z,18025 Ventura Blvd,Fast Food,Encino,US,us/ca/encino/18025venturablvd/554191587,34.16469,-118.52474,Arby's,91316,CA
77,AV1Tpy4ZFcQ3k02bFSfT,2017-07-18T03:04:11Z,2018-06-25T09:00:41Z,242 N El Camino Real,Fast food restaurants,Encinitas,US,us/ca/encinitas/242nelcaminoreal/-2061630068,33.051949,-117.260994,Arby's,92024,CA
78,AVwddqKPByjofQCxpYGP,2016-03-28T05:35:24Z,2018-06-25T09:00:36Z,9002 Firestone Blvd,Fast Food Restaurant,Downey,US,us/ca/downey/9002firestoneblvd/554191587,33.93527552,-118.1238946,Arby's,90241,CA
79,AVwdkEioByjofQCxqWOE,2015-11-02T17:09:43Z,2018-06-25T09:00:36Z,9110 Imperial Hwy,Fast Food Restaurants,Downey,US,us/ca/downey/9110imperialhwy/554191587,33.91684597,-118.1337577,Arby's,90242,CA
80,AVweNpkUkufWRAb5A-zb,2015-10-23T03:32:01Z,2018-06-25T09:00:33Z,962 Garnet Ave,Fast Food Restaurants,San Diego,US,us/ca/sandiego/962garnetave/-916705751,32.797188,-117.2525,Arby's,92109,CA
81,AVwc7rRD_7pvs4fz0gYD,2016-06-05T20:57:34Z,2018-06-25T09:00:32Z,7011 Barker Cypress Rd,Fast food restaurants,Cypress,US,us/tx/cypress/7011barkercypressrd/-2061630068,29.88081,-95.683922,Arby's,77433,TX
82,AVwc7rRD_7pvs4fz0gYD,2016-06-05T20:57:34Z,2018-06-25T09:00:32Z,7011 Barker Cypress Rd,Fast Food Restaurant and Burger Joint,Cypress,US,us/tx/cypress/7011barkercypressrd/-2061630068,29.88081,-95.683922,Arby's,77433,TX
83,AVwcw60lIN2L1WUfoooM,2015-10-20T01:32:44Z,2018-06-25T09:00:30Z,2180 Contra Costa Blvd,Fast Food Restaurant,Pleasant Hill,US,us/ca/pleasanthill/2180contracostablvd/-230200247,37.946879,-122.060174,Arby's,94523,CA
84,AVwdnXRZIN2L1WUfxkNs,2015-11-13T18:18:00Z,2018-06-25T09:00:29Z,3035 Castro Valley Blvd,Fast Food,Castro Valley,US,us/ca/castrovalley/3035castrovalleyblvd/-230519289,37.695437,-122.081735,Arby's,94546,CA
85,AVwd-SOJ_7pvs4fz-6EA,2016-11-23T04:46:29Z,2018-06-25T09:00:28Z,4302 Moorpark Ave,Fast Food,San Jose,US,us/ca/sanjose/4302moorparkave/330000776,37.315904,-121.977843,Arby's,95129,CA
86,AVzA4fj63D1zeR_xBBac,2017-06-19T15:04:13Z,2018-06-25T09:00:23Z,1751 S Alameda St,Fast Food Restaurants,Compton,US,us/ca/compton/1751salamedast/-981164808,33.894566,-118.220228,Arby's,90220,CA
87,AVwdPSKNkufWRAb53xeV,2016-06-06T16:22:38Z,2018-06-25T09:00:22Z,2244 Otay Lakes Rd,Fast Food Restaurant,Chula Vista,US,us/ca/chulavista/2244otaylakesrd/93075755,32.646857,-116.967527,Arby's,91915,CA
88,AVwcu-9q_7pvs4fzyYXH,2016-04-03T02:39:39Z,2018-06-25T09:00:18Z,962 East Ave,Fast food restaurants,Chico,US,us/ca/chico/962eastave/-2061630068,39.76117,-121.842187,Arby's,95926,CA
89,AV1c4JzO3-Khe5l_MAH3,2017-07-19T22:03:30Z,2018-06-25T09:00:17Z,1170 W Branch St,Fast Food Restaurants,Arroyo Grande,US,us/ca/arroyogrande/1170wbranchst/-2089171078,35.1273,-120.598,Arby's,93420,CA
90,AVwcwGmqByjofQCxhyYd,2016-05-05T12:44:50Z,2018-06-25T09:00:15Z,73196 Highway 111,Fast Food Restaurants,Palm Desert,US,us/ca/palmdesert/73196highway111/1236884727,33.72118,-116.38791,Arby's,92260,CA
91,AVzA0wbK-gnIPe8DSb2d,2017-06-19T14:47:54Z,2018-06-25T09:00:12Z,20900 Roscoe Blvd,Fast Food Restaurant,Canoga Park,US,us/ca/canogapark/20900roscoeblvd/554191587,34.218957,-118.58903,Arby's,91304,CA
92,AVwcyKEvIN2L1WUfo2pL,2016-04-02T05:21:43Z,2018-06-25T09:00:10Z,1760 41st Ave,Fast Food Restaurant,Capitola,US,us/ca/capitola/176041stave/-1161002137,36.975287,-121.963929,Arby's,95010,CA
93,AVwdU8Zk_7pvs4fz4tpV,2015-10-21T17:44:33Z,2018-06-25T09:00:07Z,401 Las Posas Rd,Fast Food Restaurant,Camarillo,US,us/ca/camarillo/401lasposasrd/554191587,34.221478,-119.070243,Arby's,93010,CA
94,AVwcodnckufWRAb5xVec,2016-03-28T05:43:42Z,2018-06-25T09:00:04Z,2871 Lenwood Rd,"Fast Food Restaurant, Mexican Restaurant, and Taco Place",Barstow,US,us/ca/barstow/2871lenwoodrd/1550891556,34.867566,-117.114747,Arby's,92311,CA
95,AVwc0mu9ByjofQCxikTz,2016-03-28T05:51:13Z,2018-06-25T09:00:03Z,12690 Ramona Blvd,Fast Food Restaurant,Baldwin Park,US,us/ca/baldwinpark/12690ramonablvd/1550891556,34.077713,-117.996169,Arby's,91706,CA
96,AVwc-CWaIN2L1WUfq2pa,2016-03-30T03:57:57Z,2018-06-25T09:00:03Z,1210 N Hacienda Blvd,Fast Food,La Puente,US,us/ca/lapuente/1210nhaciendablvd/1770159848,34.0422696,-117.9493495,Arby's,91744,CA
97,AV1l1ovCIxWefVJwgda0,2017-07-21T15:49:05Z,2018-06-25T09:00:02Z,562 N Main St,Fast Food Restaurant,Bishop,US,us/ca/bishop/562nmainst/-1161002137,37.365314,-118.39508,Arby's,93514,CA
98,AVwcnu2GByjofQCxgVL7,2016-04-04T03:33:16Z,2018-06-25T09:00:00Z,1310 E Lamar St,Fast Food Restaurants,Americus,US,us/ga/americus/1310elamarst/-1161002137,32.07128,-84.216974,Arby's,31709,GA
99,AVwdjmCIByjofQCxqRKR,2015-11-04T18:22:05Z,2018-06-25T08:59:54Z,2009 E Greenville St,Fast Food Restaurant,Anderson,US,us/sc/anderson/2009egreenvillest/-2061630068,34.54701,-82.6319,Arby's,29621,SC
100,AVwdCGBckufWRAb51mNH,2015-11-02T15:43:00Z,2018-06-25T08:59:53Z,2521 W Commonwealth Ave,Fast Food Restaurant,Alhambra,US,us/ca/alhambra/2521wcommonwealthave/554191587,34.088183,-118.151437,Arby's,91803,CA
101,AV4_RFWXRxPSIh2RgFt4,2017-09-01T21:04:56Z,2018-06-25T08:59:52Z,3450 Wrightsboro Rd Ste 2340,Fast Food Restaurants,Augusta,US,us/ga/augusta/3450wrightsborordste2340/-909106947,33.46734,-82.07989,Arby's,30909,GA
102,AVwcwDRw_7pvs4fzykWK,2017-04-12T11:10:44Z,2018-06-25T08:59:51Z,810 Oak Ave,Fast Food,Neoga,US,us/il/neoga/810oakave/-1658150845,39.321895,-88.451273,Arby's,62447,IL
103,AV0aTD2xFcQ3k02bEyuH,2017-07-06T23:46:30Z,2018-06-25T08:59:51Z,701 S Van Buren St,Fast Food,Newton,US,us/il/newton/701svanburenst/-1658150845,38.983809,-88.161001,Arby's,62448,IL
104,AVwdIh6-kufWRAb52oPR,2016-05-21T01:59:07Z,2018-06-25T08:59:47Z,9175 De Soto Ave,Fast Food Restaurants,Chatsworth,US,us/ca/chatsworth/9175desotoave/1143321601,34.23765,-118.58919,Arby's,91311,CA
105,AVwczNK6_7pvs4fzzGVG,2016-04-01T06:35:19Z,2018-06-25T08:59:41Z,328 N Main St,Fast Food Restaurants,Cedartown,US,us/ga/cedartown/328nmainst/-1161002137,34.017911,-85.253614,Arby's,30125,GA
106,AVwcs5UeIN2L1WUfn8Dw,2015-12-13T19:54:24Z,2018-06-25T08:59:38Z,3025 Main St,Fast food restaurants,Glastonbury,US,us/ct/glastonbury/3025mainst/-2061630068,41.726353,-72.617608,Arby's,06033,CT
107,AVwcgUAnByjofQCxe9y-,2015-11-06T10:17:58Z,2018-06-25T08:59:38Z,2834 Main St,"American Restaurant, Sandwich Place, and Fast Food Restaurant",Glastonbury,US,us/ct/glastonbury/2834mainst/-230200247,41.720514,-72.614164,Arby's,06033,CT
108,AVwd9UitIN2L1WUf0uXa,2016-11-02T17:17:26Z,2018-06-25T08:59:35Z,605 E Broadway St,Fast Food Restaurant,Campbellsville,US,us/ky/campbellsville/605ebroadwayst/-1161002137,37.346447,-85.337368,Arby's,42718,KY
109,AVwd81rC_7pvs4fz-sn2,2016-04-05T02:42:52Z,2018-06-25T08:59:35Z,1602 E Broadway St,Fast Food Restaurant,Campbellsville,US,us/ky/campbellsville/1602ebroadwayst/-891525969,37.357213,-85.323654,Arby's,42718,KY
